,Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
1787,113.0,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0
1788,93.0,2,True,True,False,Parand,650000000.0,21666.67
1789,84.0,2,True,True,True,Damavand,2150000000.0,71666.67
1790,83.0,2,True,True,True,Jeyhoon,2200000000.0,73333.33
1791,150.0,3,True,True,True,Gheitarieh,13000000000.0,433333.33
1792,147.0,3,True,True,True,Ekhtiarieh,9600000000.0,320000.0
1793,75.0,2,True,True,True,Saadat Abad,5500000000.0,183333.33
1794,119.0,2,True,True,True,Shahran,4700000000.0,156666.67
1795,105.0,2,True,True,True,Saadat Abad,4800000000.0,160000.0
1797,115.0,2,True,True,True,Ekhtiarieh,6300000000.0,210000.0
1798,179.0,3,True,True,True,Velenjak,8055000000.0,268500.0
1799,86.0,2,True,True,True,Central Janatabad,3600000000.0,120000.0
1800,70.0,1,True,True,True,West Ferdows Boulevard,3650000000.0,121666.67
1801,48.0,1,True,True,True,Shahr-e-Ziba,1750000000.0,58333.33
1802,70.0,2,False,True,True,Komeil,1250000000.0,41666.67
1803,102.0,2,True,True,True,Saadat Abad,6120000000.0,204000.0
1804,85.0,2,True,False,True,Pardis,470000000.0,15666.67
1805,72.0,2,True,True,False,West Ferdows Boulevard,2400000000.0,80000.0
1806,120.0,2,True,True,True,Shahrake Qods,1050000000.0,35000.0
1807,180.0,3,True,True,True,Saadat Abad,14500000000.0,483333.33
1808,138.0,3,True,True,True,Saadat Abad,9300000000.0,310000.0
1809,87.0,2,True,True,True,Shahrake Qods,960000000.0,32000.0
1810,705.0,5,True,True,False,Abazar,91000000000.0,3033333.33
1811,200.0,3,True,True,True,Saadat Abad,16000000000.0,533333.33
1812,87.0,2,True,True,True,Pardis,570000000.0,19000.0
1813,75.0,2,True,True,True,Shahr-e-Ziba,3350000000.0,111666.67
1814,66.0,2,True,True,True,Ostad Moein,1580000000.0,52666.67
1815,57.0,1,True,True,True,West Ferdows Boulevard,2900000000.0,96666.67
1816,62.0,1,True,True,True,West Ferdows Boulevard,2650000000.0,88333.33
1817,65.0,2,True,True,True,West Ferdows Boulevard,3100000000.0,103333.33
1818,70.0,1,False,True,False,Saadat Abad,3300000000.0,110000.0
1819,65.0,1,True,True,True,West Ferdows Boulevard,2800000000.0,93333.33
1820,100.0,2,True,True,True,Ostad Moein,2800000000.0,93333.33
1821,210.0,3,True,True,True,Saadat Abad,16400000000.0,546666.67
1822,110.0,2,True,True,True,Saadat Abad,8900000000.0,296666.67
1823,68.0,2,True,True,True,West Ferdows Boulevard,2900000000.0,96666.67
1824,101.0,2,True,True,True,Saadat Abad,5555000000.0,185166.67
1825,85.0,2,True,True,True,Ekhtiarieh,5000000000.0,166666.67
1826,165.0,3,True,True,True,Saadat Abad,10500000000.0,350000.0
1827,300.0,4,True,True,True,Saadat Abad,30000000000.0,1000000.0
1828,245.0,3,True,True,True,Shahrake Gharb,19000000000.0,633333.33
1829,105.0,2,True,True,False,Andisheh,1000000000.0,33333.33
1830,135.0,2,True,True,True,Saadat Abad,8800000000.0,293333.33
1831,130.0,3,True,True,True,Saadat Abad,9300000000.0,310000.0
1832,83.0,2,True,False,True,Saadat Abad,4600000000.0,153333.33
1833,60.0,1,True,True,True,Saadat Abad,4650000000.0,155000.0
1834,52.0,1,True,True,True,Southern Program Organization,2750000000.0,91666.67
1835,60.0,2,True,True,True,West Ferdows Boulevard,2850000000.0,95000.0
1836,60.0,2,True,True,True,West Ferdows Boulevard,2850000000.0,95000.0
1837,70.0,2,True,True,True,East Ferdows Boulevard,3000000000.0,100000.0
1838,140.0,3,True,True,True,Shahrake Gharb,11200000000.0,373333.33
1839,120.0,2,True,True,True,Saadat Abad,6800000000.0,226666.67
1840,62.0,1,True,True,True,Shahrake Qods,510000000.0,17000.0
1841,70.0,2,True,True,True,West Ferdows Boulevard,2600000000.0,86666.67
1842,150.0,3,True,True,True,Saadat Abad,9500000000.0,316666.67
1843,69.0,2,True,True,False,Shahran,1850000000.0,61666.67
1844,97.0,2,True,True,True,Pardis,770000000.0,25666.67
1845,70.0,1,True,True,True,East Ferdows Boulevard,2600000000.0,86666.67
1846,100.0,2,True,True,True,Jeyhoon,2300000000.0,76666.67
1847,75.0,2,True,True,False,West Ferdows Boulevard,2500000000.0,83333.33
1848,103.0,2,True,True,True,Azarbaijan,3150000000.0,105000.0
1849,85.0,2,True,True,True,Shahran,2650000000.0,88333.33
1850,150.0,3,True,True,True,Punak,10500000000.0,350000.0
1851,66.0,2,True,True,True,Qalandari,4250000000.0,141666.67
1852,106.0,2,True,True,True,Pardis,800000000.0,26666.67
1853,101.0,2,True,False,True,Pirouzi,3300000000.0,110000.0
1854,290.0,4,True,True,True,Aqdasieh,27000000000.0,900000.0
1855,106.0,2,True,True,True,Saadat Abad,6000000000.0,200000.0
1856,107.0,3,True,True,False,Eram,2970000000.0,99000.0
1857,122.0,2,True,True,True,Jeyhoon,3900000000.0,130000.0
1858,195.0,3,True,True,True,Shahrake Gharb,19500000000.0,650000.0
1859,98.0,2,True,True,True,Shahr-e-Ziba,3200000000.0,106666.67
1860,105.0,2,True,True,True,Pardis,700000000.0,23333.33
1861,98.0,2,True,True,True,Pardis,770000000.0,25666.67
1862,200.0,3,True,True,True,Gheitarieh,16000000000.0,533333.33
1863,400.0,4,True,True,True,Elahieh,63000000000.0,2100000.0
1864,110.0,2,True,True,True,Ekhtiarieh,8300000000.0,276666.67
1865,95.0,2,True,True,True,Ostad Moein,2950000000.0,98333.33
1866,60.0,1,True,True,True,Southern Program Organization,2400000000.0,80000.0
1867,76.0,2,False,False,False,Parand,345000000.0,11500.0
1868,222.0,3,True,True,True,Gheitarieh,19800000000.0,660000.0
1869,120.0,2,True,True,True,Punak,6000000000.0,200000.0
1870,90.0,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0
1871,270.0,3,True,True,True,Kamranieh,26500000000.0,883333.33
1872,110.0,2,True,True,False,Southern Program Organization,3580000000.0,119333.33
1873,84.0,2,True,True,True,Shahrake Qods,982000000.0,32733.33
1874,76.0,2,True,True,True,Shahrake Qods,870000000.0,29000.0
1875,75.0,2,False,True,True,Parand,400000000.0,13333.33
1876,170.0,4,True,True,True,Andisheh,3060000000.0,102000.0
1877,92.0,2,False,True,False,Andisheh,930000000.0,31000.0
1878,122.0,3,True,True,False,Parand,850000000.0,28333.33
1879,170.0,3,True,True,True,Ekhtiarieh,7800000000.0,260000.0
1880,147.0,3,True,True,True,Pasdaran,8350000000.0,278333.33
1881,47.0,1,False,True,False,Jeyhoon,850000000.0,28333.33
1882,100.0,2,True,True,True,Pasdaran,6000000000.0,200000.0
1883,180.0,3,True,True,True,Saadat Abad,13500000000.0,450000.0
1884,90.0,2,True,True,True,Northern Janatabad,3150000000.0,105000.0
1885,180.0,3,True,True,True,Saadat Abad,13500000000.0,450000.0
1886,80.0,2,True,True,True,Shahr-e-Ziba,2550000000.0,85000.0
1887,59.0,1,True,False,True,Pirouzi,1600000000.0,53333.33
1888,87.0,2,True,True,True,Pardis,850000000.0,28333.33
1889,50.0,1,False,True,True,Ostad Moein,1000000000.0,33333.33
1890,123.0,3,True,True,True,Gheitarieh,7400000000.0,246666.67
1891,56.0,1,True,True,True,Feiz Garden,2200000000.0,73333.33
1892,105.0,2,True,True,True,Pardis,945000000.0,31500.0
1893,57.0,1,True,True,True,Azarbaijan,1750000000.0,58333.33
1894,78.0,2,True,True,True,Southern Janatabad,3500000000.0,116666.67
1895,92.0,2,True,True,True,Southern Janatabad,3880000000.0,129333.33
1896,100.0,2,True,True,True,Pardis,1050000000.0,35000.0
1897,152.0,3,True,True,True,Saadat Abad,9800000000.0,326666.67
1898,155.0,3,True,True,True,Shahrake Gharb,9000000000.0,300000.0
1899,115.0,3,True,True,True,Shahr-e-Ziba,3870000000.0,129000.0
1900,145.0,3,True,True,True,Shahrake Gharb,11000000000.0,366666.67
1901,115.0,2,True,True,True,Yousef Abad,5400000000.0,180000.0
1902,60.0,1,True,True,False,Central Janatabad,2190000000.0,73000.0
1903,160.0,3,True,True,True,Gheitarieh,10200000000.0,340000.0
1904,101.0,2,True,True,True,North Program Organization,5150000000.0,171666.67
1905,98.0,2,True,True,True,Southern Janatabad,3600000000.0,120000.0
1906,92.0,2,True,True,True,Punak,3870000000.0,129000.0
1907,90.0,2,True,True,True,Northern Janatabad,3880000000.0,129333.33
1908,150.0,3,True,True,True,West Ferdows Boulevard,7200000000.0,240000.0
1909,106.0,2,True,True,True,Persian Gulf Martyrs Lake,2960000000.0,98666.67
1910,135.0,3,True,True,True,Dehkade Olampic,4200000000.0,140000.0
1911,105.0,2,True,True,True,Pardis,890000000.0,29666.67
1912,209.0,3,True,True,True,West Ferdows Boulevard,13000000000.0,433333.33
1913,115.0,2,True,True,False,Tarasht,3600000000.0,120000.0
1914,110.0,2,True,True,False,Water Organization,3950000000.0,131666.67
1915,90.0,2,False,True,True,Northern Janatabad,3150000000.0,105000.0
1916,190.0,3,True,True,True,Aqdasieh,24000000000.0,800000.0
1917,54.0,1,False,True,True,Punak,2000000000.0,66666.67
1918,133.0,3,True,True,True,Gheitarieh,13300000000.0,443333.33
1919,200.0,3,True,True,True,Ajudaniye,27000000000.0,900000.0
1920,220.0,3,True,True,True,Kamranieh,33600000000.0,1120000.0
1921,130.0,3,True,True,True,Gheitarieh,8700000000.0,290000.0
1922,123.0,3,True,True,False,Azadshahr,3450000000.0,115000.0
1923,105.0,2,True,True,True,Dehkade Olampic,4100000000.0,136666.67
1924,103.0,3,True,True,True,Shahran,4128000000.0,137600.0
1925,105.0,2,True,True,True,Pardis,710000000.0,23666.67
1926,161.0,3,True,True,True,Persian Gulf Martyrs Lake,6400000000.0,213333.33
1927,115.0,3,False,True,True,Shahrake Qods,1600000000.0,53333.33
1928,85.0,2,False,False,False,Azadshahr,3100000000.0,103333.33
1929,50.0,2,True,True,False,Shahran,1820000000.0,60666.67
1930,160.0,3,True,True,True,Persian Gulf Martyrs Lake,6700000000.0,223333.33
1931,232.0,3,True,True,True,Farmanieh,23000000000.0,766666.67
1932,98.0,2,True,True,True,Shahr-e-Ziba,3220000000.0,107333.33
1933,117.0,2,True,True,True,Shahran,3880000000.0,129333.33
1934,77.0,2,True,True,True,West Ferdows Boulevard,3400000000.0,113333.33
1935,100.0,2,True,True,False,Yousef Abad,3950000000.0,131666.67
1936,85.0,2,True,True,False,Northern Janatabad,2950000000.0,98333.33
1937,145.0,3,True,True,True,Farmanieh,11000000000.0,366666.67
1938,127.0,3,True,True,True,Hakimiyeh,4480000000.0,149333.33
1939,79.0,2,True,True,True,Shahran,2950000000.0,98333.33
1940,120.0,2,True,True,True,Gheitarieh,11000000000.0,366666.67
1941,173.0,3,True,True,True,Niavaran,11000000000.0,366666.67
1942,195.0,3,True,True,True,Farmanieh,17280000000.0,576000.0
1943,66.0,2,True,True,True,West Ferdows Boulevard,2270000000.0,75666.67
1944,100.0,2,True,True,True,Gheitarieh,8000000000.0,266666.67
1945,140.0,3,True,True,True,Gheitarieh,11150000000.0,371666.67
1946,93.0,2,True,True,True,Atabak,1300000000.0,43333.33
1947,80.0,2,True,True,True,Yousef Abad,4250000000.0,141666.67
1948,119.0,2,True,True,True,Shahran,5400000000.0,180000.0
1949,100.0,2,True,True,True,Ekhtiarieh,6500000000.0,216666.67
1950,115.0,2,True,True,True,Shahran,3840000000.0,128000.0
1951,52.0,1,True,True,True,Ekhtiarieh,3700000000.0,123333.33
1952,136.0,3,True,True,True,Persian Gulf Martyrs Lake,1360000000.0,45333.33
1953,95.0,2,True,True,True,Shahran,5000000000.0,166666.67
1954,83.0,3,True,True,True,Shahran,3100000000.0,103333.33
1955,100.0,2,True,True,True,Shahrake Qods,1700000000.0,56666.67
1956,70.0,2,True,True,False,Shahran,2550000000.0,85000.0
1957,73.0,2,True,True,False,Shahran,2580000000.0,86000.0
1958,70.0,2,True,True,True,Shahr-e-Ziba,2000000000.0,66666.67
1959,105.0,2,True,True,True,Pardis,500000000.0,16666.67
1960,69.0,2,True,True,True,Shahr-e-Ziba,2050000000.0,68333.33
1961,87.0,2,True,True,True,Pardis,530000000.0,17666.67
1962,66.0,1,True,True,True,Pardis,720000000.0,24000.0
1963,98.0,2,True,True,True,Pardis,1000000000.0,33333.33
1964,64.0,2,True,True,True,Shahr-e-Ziba,1980000000.0,66000.0
1965,65.0,2,True,True,True,Shahr-e-Ziba,2000000000.0,66666.67
1966,85.0,2,True,True,True,Central Janatabad,3350000000.0,111666.67
1967,85.0,2,True,True,True,Punak,4500000000.0,150000.0
1968,93.0,2,True,True,True,Gheitarieh,5600000000.0,186666.67
1969,155.0,3,True,True,True,Heravi,9000000000.0,300000.0
1970,450.0,2,False,False,False,Absard,4500000000.0,150000.0
1971,117.0,3,True,True,True,Shahrake Gharb,6800000000.0,226666.67
1972,85.0,2,True,True,True,Pakdasht,640000000.0,21333.33
1973,500.0,4,True,True,False,Damavand,20000000000.0,666666.67
1974,900.0,3,True,True,False,Damavand,8500000000.0,283333.33
1975,60.0,1,True,True,True,Persian Gulf Martyrs Lake,875000000.0,29166.67
1976,60.0,1,True,True,True,Persian Gulf Martyrs Lake,870000000.0,29000.0
1977,58.0,2,True,True,True,Sabalan,1200000000.0,40000.0
1978,118.0,2,True,True,True,Shahrake Qods,960000000.0,32000.0
1979,98.0,2,True,True,True,Gheitarieh,8700000000.0,290000.0
1980,60.0,1,False,True,True,Narmak,2100000000.0,70000.0
1981,85.0,2,True,True,True,Gheitarieh,7400000000.0,246666.67
1982,110.0,2,True,True,True,Heravi,5000000000.0,166666.67
1983,190.0,3,True,True,True,Gheitarieh,12000000000.0,400000.0
1984,235.0,3,True,True,True,Gheitarieh,24000000000.0,800000.0
1985,150.0,3,True,True,True,Gheitarieh,14500000000.0,483333.33
1986,197.0,3,True,True,True,Gheitarieh,13300000000.0,443333.33
1987,153.0,2,True,True,True,Gheitarieh,13300000000.0,443333.33
1988,99.0,2,True,True,True,Heravi,4900000000.0,163333.33
1989,195.0,3,True,True,True,Gheitarieh,19900000000.0,663333.33
1990,125.0,2,True,True,True,Gheitarieh,11600000000.0,386666.67
1991,85.0,2,True,True,True,Gheitarieh,7300000000.0,243333.33
1992,103.0,2,True,True,True,Heravi,6640000000.0,221333.33
1993,235.0,3,True,True,True,Gheitarieh,25500000000.0,850000.0
1994,107.0,2,True,True,True,Velenjak,13200000000.0,440000.0
1995,195.0,3,True,True,True,Gheitarieh,19500000000.0,650000.0
1996,170.0,3,False,False,False,Gheitarieh,14500000000.0,483333.33
1997,153.0,3,True,True,True,Gheitarieh,13000000000.0,433333.33
1998,90.0,2,True,True,True,Pirouzi,2650000000.0,88333.33
1999,88.0,2,True,True,True,Gheitarieh,7600000000.0,253333.33
2000,100.0,2,True,True,True,Gheitarieh,8500000000.0,283333.33
2001,100.0,2,True,True,True,Saadat Abad,6500000000.0,216666.67
2002,203.0,3,True,True,True,Araj,13800000000.0,460000.0
2003,200.0,3,True,True,True,Aqdasieh,13300000000.0,443333.33
2004,200.0,3,True,True,True,Araj,13700000000.0,456666.67
2005,116.0,3,True,True,True,Gheitarieh,8000000000.0,266666.67
2006,202.0,3,False,False,False,Araj,13300000000.0,443333.33
2007,202.0,3,True,True,True,Aqdasieh,13200000000.0,440000.0
2008,61.0,1,True,True,True,Si Metri Ji,1318000000.0,43933.33
2009,70.0,2,True,True,True,Jeyhoon,1550000000.0,51666.67
2010,62.0,2,True,True,True,Beryanak,1400000000.0,46666.67
2011,200.0,3,True,True,True,Araj,13300000000.0,443333.33
2012,120.0,3,True,True,True,Ostad Moein,3950000000.0,131666.67
2013,87.0,2,True,True,True,Amirabad,4780000000.0,159333.33
2014,200.0,3,True,True,True,Aqdasieh,13400000000.0,446666.67
2015,80.0,2,True,True,True,Parand,500000000.0,16666.67
2016,202.0,3,False,False,False,Araj,13500000000.0,450000.0
2017,57.0,1,False,True,True,Ostad Moein,1320000000.0,44000.0
2018,202.0,3,True,True,True,Araj,13700000000.0,456666.67
2019,84.0,2,True,True,True,Pirouzi,2250000000.0,75000.0
2020,202.0,3,True,True,True,Aqdasieh,14700000000.0,490000.0
2021,93.0,2,True,True,True,Saadat Abad,5600000000.0,186666.67
2022,85.0,2,True,True,True,Gheitarieh,8000000000.0,266666.67
2023,100.0,2,True,True,True,Saadat Abad,7400000000.0,246666.67
2024,153.0,2,True,True,True,Aqdasieh,10500000000.0,350000.0
2025,122.0,3,True,True,True,Saadat Abad,8000000000.0,266666.67
2026,150.0,2,True,True,True,Aqdasieh,10500000000.0,350000.0
2027,56.0,2,True,True,True,Ostad Moein,1500000000.0,50000.0
2028,150.0,2,True,True,True,Araj,10500000000.0,350000.0
2029,202.0,3,True,True,True,Araj,14300000000.0,476666.67
2030,201.0,3,True,True,True,Aqdasieh,14200000000.0,473333.33
2031,140.0,3,True,True,True,Shahrake Qods,2590000000.0,86333.33
2032,200.0,3,True,True,True,Aqdasieh,14000000000.0,466666.67
2033,67.0,2,True,True,False,Jeyhoon,1500000000.0,50000.0
2034,86.0,2,True,True,True,Gheitarieh,7200000000.0,240000.0
2035,120.0,3,True,True,True,Ostad Moein,3950000000.0,131666.67
2036,84.0,2,True,True,True,Gheitarieh,7400000000.0,246666.67
2037,86.0,2,True,True,True,Central Janatabad,3800000000.0,126666.67
2038,85.0,2,True,True,True,Gheitarieh,7300000000.0,243333.33
2039,67.0,2,True,True,True,Shahran,2300000000.0,76666.67
2040,90.0,2,True,True,True,Northern Janatabad,4800000000.0,160000.0
2041,83.0,2,True,True,True,Gheitarieh,7300000000.0,243333.33
2042,70.0,2,True,True,True,Jeyhoon,1730000000.0,57666.67
2043,88.0,2,True,True,True,Shahrake Qods,1135200000.0,37840.0
2044,167.0,3,True,True,True,Gheitarieh,11000000000.0,366666.67
2045,100.0,2,False,False,False,Shahrake Qods,650000000.0,21666.67
2046,100.0,2,True,True,True,Shahrake Qods,1000000000.0,33333.33
2047,60.0,2,True,True,True,Southern Janatabad,2300000000.0,76666.67
2048,155.0,3,True,True,True,Gheitarieh,11000000000.0,366666.67
2049,76.0,2,True,True,True,Jeyhoon,1850000000.0,61666.67
2050,90.0,2,True,True,True,Shahrake Qods,900000000.0,30000.0
2051,65.0,1,True,True,True,Shahrake Qods,535000000.0,17833.33
2052,80.0,2,True,True,True,Shahrake Qods,680000000.0,22666.67
2053,135.0,2,True,True,True,Gheitarieh,8700000000.0,290000.0
2054,94.0,2,True,True,True,Shahrake Qods,950000000.0,31666.67
2055,110.0,2,True,True,True,Gheitarieh,8200000000.0,273333.33
2056,115.0,3,True,True,True,Farmanieh,6900000000.0,230000.0
2057,170.0,3,True,True,True,Gheitarieh,11200000000.0,373333.33
2058,115.0,3,False,True,True,Farmanieh,6900000000.0,230000.0
2059,60.0,1,False,False,False,Damavand,900000000.0,30000.0
2060,105.0,2,True,True,True,Saadat Abad,5800000000.0,193333.33
2061,61.0,2,False,True,False,Salsabil,1040000000.0,34666.67
2062,100.0,2,True,True,True,Saadat Abad,6000000000.0,200000.0
2063,145.0,3,True,True,True,Jeyhoon,4600000000.0,153333.33
2064,87.0,2,True,True,True,Pardis,479000000.0,15966.67
2065,87.0,2,True,True,True,Pardis,496000000.0,16533.33
2066,115.0,3,True,True,True,Shahrake Gharb,6500000000.0,216666.67
2067,85.0,2,True,True,True,Pardis,690000000.0,23000.0
2068,67.0,2,True,True,False,Punak,2280000000.0,76000.0
2069,94.0,2,True,True,True,Shahran,2280000000.0,76000.0
2070,90.0,2,True,True,True,Shahran,3200000000.0,106666.67
2073,86.0,2,True,True,True,Pardis,890000000.0,29666.67
2074,60.0,2,True,True,True,West Ferdows Boulevard,2650000000.0,88333.33
2075,58.0,1,True,True,True,Shahrake Gharb,3400000000.0,113333.33
2076,76.0,2,True,True,True,Shahr-e-Ziba,2850000000.0,95000.0
2077,57.0,1,True,True,True,Southern Program Organization,2400000000.0,80000.0
2078,81.0,2,True,True,True,West Ferdows Boulevard,3300000000.0,110000.0
2079,112.0,3,True,True,True,West Ferdows Boulevard,3600000000.0,120000.0
2080,75.0,2,True,True,True,Shahran,3500000000.0,116666.67
2081,153.0,3,True,True,True,Punak,7500000000.0,250000.0
2082,95.0,2,True,True,True,Shahrake Gharb,5100000000.0,170000.0
2083,101.0,2,True,True,True,Shahrake Gharb,6565000000.0,218833.33
2084,40.0,0,False,False,False,Pakdasht,165000000.0,5500.0
2085,88.0,2,True,True,True,Railway,2860000000.0,95333.33
2086,141.0,3,True,True,True,Persian Gulf Martyrs Lake,3810000000.0,127000.0
2087,140.0,3,True,True,True,Persian Gulf Martyrs Lake,1790000000.0,59666.67
2088,120.0,2,True,True,True,Persian Gulf Martyrs Lake,1530000000.0,51000.0
2089,66.0,2,False,True,False,Beryanak,1000000000.0,33333.33
2090,70.0,2,True,True,True,Punak,3500000000.0,116666.67
2091,75.0,2,True,False,True,Heshmatieh,3000000000.0,100000.0
2092,70.0,2,False,True,True,Elm-o-Sanat,1800000000.0,60000.0
2093,150.0,3,True,True,True,Saadat Abad,20000000000.0,666666.67
2094,95.0,2,True,True,True,Golestan,950000000.0,31666.67
2095,65.0,2,True,True,False,Jeyhoon,1450000000.0,48333.33
2096,88.0,3,False,True,True,Parand,475000000.0,15833.33
2097,113.0,3,True,True,False,Gheitarieh,6000000000.0,200000.0
2098,50.0,1,True,True,False,Shahrake Qods,360000000.0,12000.0
2099,45.0,1,False,False,True,Ostad Moein,1200000000.0,40000.0
2100,53.0,1,False,True,True,Narmak,1350000000.0,45000.0
2101,100.0,2,True,True,True,Andisheh,1800000000.0,60000.0
2102,50.0,1,True,True,False,Shahryar,500000000.0,16666.67
2103,43.0,0,False,True,False,Nasim Shahr,360000000.0,12000.0
2104,85.0,2,True,True,False,Baghestan,765000000.0,25500.0
2105,134.0,3,True,True,True,North Program Organization,6400000000.0,213333.33
2106,90.0,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.0
2107,90.0,2,True,True,True,Shahrake Qods,1260000000.0,42000.0
2108,135.0,2,True,True,False,SabaShahr,2200000000.0,73333.33
2109,130.0,3,True,True,True,Railway,5850000000.0,195000.0
2110,55.0,1,True,True,False,Andisheh,550000000.0,18333.33
2111,200.0,5,False,False,False,Dehkade Olampic,12000000000.0,400000.0
2112,107.0,2,True,True,True,Shahrake Madaen,800000000.0,26666.67
2113,150.0,2,True,True,True,Pakdasht,1270000000.0,42333.33
2114,56.0,1,False,True,False,Ostad Moein,1200000000.0,40000.0
2115,160.0,3,True,True,False,Azadshahr,4500000000.0,150000.0
2116,138.0,3,True,True,True,Salsabil,3584000000.0,119466.67
2117,125.0,3,True,True,True,Tehransar,3750000000.0,125000.0
2118,83.0,2,True,True,True,Shahr-e-Ziba,2510000000.0,83666.67
2119,131.0,3,True,True,True,Railway,5850000000.0,195000.0
2120,115.0,2,True,True,True,Central Janatabad,4870000000.0,162333.33
2121,50.0,1,True,True,False,Andisheh,650000000.0,21666.67
2122,91.0,2,True,True,True,West Ferdows Boulevard,3600000000.0,120000.0
2123,80.0,2,True,True,True,Central Janatabad,3395000000.0,113166.67
2124,40.0,1,False,True,False,Qasr-od-Dasht,720000000.0,24000.0
2125,68.0,2,True,True,True,Shahr-e-Ziba,2150000000.0,71666.67
2126,110.0,2,True,True,True,Shahran,3920000000.0,130666.67
2128,50.0,1,True,True,False,Beryanak,830000000.0,27666.67
2129,110.0,2,True,True,True,Shahr-e-Ziba,5550000000.0,185000.0
2130,95.0,2,True,True,True,Shahr-e-Ziba,2920000000.0,97333.33
2131,65.0,2,True,True,True,Southern Janatabad,2250000000.0,75000.0
2132,108.0,2,True,True,True,Persian Gulf Martyrs Lake,3024000000.0,100800.0
2133,62.0,2,False,True,False,Beryanak,930000000.0,31000.0
2134,37.0,1,False,True,True,Hashemi,830000000.0,27666.67
2135,105.0,2,True,True,True,West Ferdows Boulevard,3650000000.0,121666.67
2136,41.0,1,False,True,False,Salsabil,770000000.0,25666.67
2137,85.0,2,True,True,True,Shahrakeh Naft,4600000000.0,153333.33
2138,150.0,3,True,True,True,Shahrake Gharb,12350000000.0,411666.67
2139,83.0,2,True,True,True,East Ferdows Boulevard,2800000000.0,93333.33
2140,174.0,3,True,True,True,Valiasr,10000000000.0,333333.33
2141,105.0,3,True,True,True,Yousef Abad,4725000000.0,157500.0
2142,57.0,2,False,False,True,Waterfall,1265000000.0,42166.67
2143,200.0,3,True,True,True,Sadeghieh,7000000000.0,233333.33
2144,75.0,2,False,False,False,Baghestan,600000000.0,20000.0
2145,87.0,2,False,False,False,Pardis,900000000.0,30000.0
2146,63.0,2,False,True,False,Qasr-od-Dasht,1260000000.0,42000.0
2147,64.0,2,True,True,True,Central Janatabad,2240000000.0,74666.67
2148,65.0,2,False,False,False,Ostad Moein,1200000000.0,40000.0
2149,87.0,2,True,True,True,Pardis,650000000.0,21666.67
2150,44.0,1,False,True,False,Shahryar,570000000.0,19000.0
2151,85.0,2,False,False,False,Pakdasht,355000000.0,11833.33
2152,43.0,1,False,True,False,Ahang,800000000.0,26666.67
2153,118.0,3,True,True,True,Sattarkhan,4900000000.0,163333.33
2154,92.0,2,True,True,True,Shahran,2700000000.0,90000.0
2155,124.0,3,True,True,True,Sattarkhan,3400000000.0,113333.33
2156,56.0,1,False,True,False,Jeyhoon,950000000.0,31666.67
2157,40.0,1,False,True,False,Pirouzi,870000000.0,29000.0
2158,92.0,2,True,True,True,West Ferdows Boulevard,2970000000.0,99000.0
2159,86.0,2,True,True,True,Central Janatabad,3330000000.0,111000.0
2160,51.0,2,True,True,False,Shahran,1850000000.0,61666.67
2161,70.0,1,False,False,False,Baghestan,560000000.0,18666.67
2162,85.0,2,True,True,True,Shahrake Qods,1062000000.0,35400.0
2163,51.0,1,False,True,False,Ostad Moein,900000000.0,30000.0
2164,131.0,2,True,True,True,Ray,3400000000.0,113333.33
2165,48.0,1,False,True,False,Komeil,820000000.0,27333.33
2166,84.0,2,True,True,False,Andisheh,773000000.0,25766.67
2167,95.0,2,True,True,True,Hashemi,2350000000.0,78333.33
2168,74.0,2,True,True,True,Eskandari,2960000000.0,98666.67
2169,68.0,2,True,True,True,East Ferdows Boulevard,2500000000.0,83333.33
2170,240.0,4,True,True,True,Persian Gulf Martyrs Lake,4800000000.0,160000.0
2172,44.0,1,False,True,False,Qasr-od-Dasht,770000000.0,25666.67
2173,82.0,2,True,True,True,Shahran,2850000000.0,95000.0
2174,44.0,1,True,True,False,Salsabil,1050000000.0,35000.0
2175,42.0,1,False,True,False,Pirouzi,960000000.0,32000.0
2176,63.0,1,True,True,True,Aqdasieh,4000000000.0,133333.33
2177,110.0,2,False,True,True,Salehabad,750000000.0,25000.0
2178,235.0,3,True,True,True,Niavaran,31000000000.0,1033333.33
2179,500.0,2,True,True,False,Absard,3100000000.0,103333.33
2180,57.0,1,True,True,False,Feiz Garden,1930000000.0,64333.33
2181,170.0,3,True,True,True,Pakdasht,1280000000.0,42666.67
2182,115.0,2,True,True,False,Golestan,2050000000.0,68333.33
2183,68.0,2,True,True,True,Southern Program Organization,2700000000.0,90000.0
2184,62.0,1,False,True,True,Baghestan,620000000.0,20666.67
2185,56.0,1,True,True,True,Shahr-e-Ziba,2200000000.0,73333.33
2186,75.0,2,True,True,True,Shahran,3110000000.0,103666.67
2187,95.0,2,True,True,True,Pasdaran,5850000000.0,195000.0
2188,144.0,3,True,True,True,Zafar,10368000000.0,345600.0
2189,50.0,1,False,False,True,Qarchak,380000000.0,12666.67
2190,78.0,2,True,True,False,Sattarkhan,2100000000.0,70000.0
2191,95.0,2,True,False,True,Ray,2050000000.0,68333.33
2192,90.0,2,True,True,True,Ray,1800000000.0,60000.0
2193,95.0,2,True,True,True,Punak,4200000000.0,140000.0
